StationID,StationName,StationNameEN,StationAltitude,StationLongitude,StationLatitude,CountyName,Location,StationStartDate,StationEndDate,status,Notes,OriginalStationID,NewStationID,測站
C0A640,石碇,Shihding,241.0,121.662917,24.993969,新北市,石碇區湳窟34號附近,2009-12-01,,現存測站,原(C1A640)站因擴充為氣象站，於2009/12/1升級為(C0A640)站。,C1A640,,C0A640石碇
C0A650,火燒寮,Huoshaoliao,287.0,121.742892,25.002719,新北市,平溪區東勢里,2009-12-01,2024-05-24,已撤銷,原(C1A650)站因擴充為氣象站，於2009/12/1升級為(C0A650)站。於2024/05/24撤銷。,C1A650,,C0A650火燒寮
C0A660,瑞芳,Rueifang,97.0,121.801147,25.113169,新北市,瑞芳區22403龍山里逢甲路360號(義方國民小學校園內),2009-12-01,2024-05-24,已撤銷,原(C1A660)站因擴充為氣象站，於2009/12/1升級為(C0A660)站。於2024/05/24撤銷。,C1A660,,C0A660瑞芳
C0A680,五股,Wugu,95.0,121.434975,25.083353,新北市,五股區248成泰路二段49巷15號(五股國中校園內),2009-12-01,2016-07-02,已撤銷,原(C1A680)站因擴充為氣象站，於2009/12/1升級為(C0A680)站。,C1A680,,C0A680五股
C0A710,林口,Linkou,238.0,121.378217,25.076364,新北市,林口區民治路25號(林口國中校園內),2009-12-01,2017-01-03,已撤銷,原(C1A710)站因擴充為氣象站，於2009/12/1升級為(C0A710)站。,C1A710,,C0A710林口
C0A770,科教館,Science Education Center,60.0,121.516507,25.096356,臺北市,士林區士商路189號（士林科教館樓頂）,2021-12-13,,現存測站,,,,C0A770科教館
C0A860,大坪,Daping,362.0,121.632969,25.165914,新北市,萬里區溪底里香員林6-3號,1995-01-01,,現存測站,,,,C0A860大坪
C0A870,五指山,Wujhihshan,685.0,121.608692,25.132153,新北市,汐止區國軍示範公墓旁之復興廣播電台門口外,1995-01-01,,現存測站,,,,C0A870五指山
C0A880,福隆,Fulong,6.0,121.942083,25.017842,新北市,貢寮區東北角海岸國家風景管理處之福隆遊客中心後方,1995-01-01,2024-05-24,已撤銷,於2024/05/24撤銷。,,,C0A880福隆
C0A890,雙溪,Shuangsi,40.0,121.864242,25.036003,新北市,雙溪區雙溪里社區活動中心旁花圃內,1995-01-01,,現存測站,,,,C0A890雙溪
C0A920,富貴角,Fugueijiao,196.0,121.565258,25.263783,新北市,石門區山溪里10鄰九芎林13號旁(石門國小山溪分班附近),1995-01-01,2024-05-24,已撤銷,於2024/05/24撤銷。,,,C0A920富貴角
C0A930,三和,Sanhe,200.0,121.594070,25.234890,新北市,金山區兩湖里(距兩湖分校約300公尺),1995-01-01,2014-03-20,已撤銷,因移位，於2014/4/1更變為(C0A931)站。,,C0A931,C0A930三和
C0A931,三和,Sanhe,216.0,121.595236,25.233153,新北市,金山區三和國小兩湖分校,2014-04-01,,現存測站,原(C0A930)站因移位，於2014/4/1更變為(C0A931)站。,C0A930,,C0A931三和
C0A940,金山,Jinshan,49.0,121.643967,25.223628,新北市,金山區中興段404地號(磺港社區活動中心內),1995-01-01,,現存測站,,,,C0A940金山
C0A950,鼻頭角,Bitoujiao,60.0,121.923372,25.129036,新北市,瑞芳區鼻頭角燈塔旁,1995-01-01,,現存測站,,,,C0A950鼻頭角
C0A970,三貂角,Sandiaojiao,96.0,122.002058,25.007606,新北市,貢寮區三貂角燈塔旁,1996-01-01,,現存測站,本站於2017/10/23進行儀器汰換，於2017/12/1完成驗收。,,,C0A970三貂角
C0A980,社子,Shezih,11.0,121.469681,25.109508,臺北市,士林區延平北路九段212號(臺北海洋科技大學內),1997-12-01,,現存測站,,,,C0A980社子
C0A990,大崙尾山,Dalunweishan,463.0,121.573586,25.106275,臺北市,內湖區大崙尾山(內雙溪森林公園),1997-12-01,2016-06-17,已撤銷,,,,C0A990大崙尾山
C0A9A0,大直,Dazhi,24.0,121.542853,25.078047,臺北市,中山區北安路420號(大直高中內),1997-12-01,2020-08-19,已撤銷,,,,C0A9A0大直
C0A9B0,石牌,Shipai,7.0,121.513817,25.116342,臺北市,北投區石牌路1段139號(石牌國中內),1997-12-01,2019-09-09,已撤銷,原(C0A9B0)站因移位，於2019/9/10變更為(C0AI40)站。,,C0AI40,C0A9B0石牌
C0A9C0,天母,Tianmu,35.0,121.537169,25.117494,臺北市,士林區天母東路116號(三玉國小內),1997-12-01,,現存測站,,,,C0A9C0天母
C0A9D0,永和,Yonghe,13.0,121.504750,25.008944,新北市,永和區保生路25號(永平國民小學校園內),1997-12-01,2013-12-03,已撤銷,,,,C0A9D0永和
C0A9E0,士林,Shihlin,26.0,121.503019,25.090253,臺北市,士林區延平北路6段308號(社子國小內),1997-12-01,2021-12-24,已撤銷,,,,C0A9E0士林
C0A9F0,內湖,Neihu,35.0,121.575450,25.079422,臺北市,內湖區內湖路一段520號(內湖高工內),1997-12-01,,現存測站,,,,C0A9F0內湖
C0A9G0,南港,Nangang,42.0,121.602906,25.055431,臺北市,南港區興南路62號(東新國小內),1997-12-01,2018-06-07,已撤銷,,,,C0A9G0南港
C0A9H0,信義,Xinyi,51.0,121.564639,25.038094,臺北市,信義區莊敬路423巷8弄1號(信義國中內),1997-12-01,2009-03-31,已撤銷,,,,C0A9H0信義
C0A9I0,三重,Sanchong,18.0,121.488489,25.064028,新北市,三重區中正北路107號(明志國中校園內),1997-12-01,2010-09-29,已撤銷,因移位，於2010/10/11更變為(C0A9I1)站。,,C0A9I1,C0A9I0三重
C0A9I1,三重,Sanchong,18.0,121.488492,25.056667,新北市,三重區集美街10號(集美國小校園內),2010-10-11,2018-06-27,已撤銷,原(C0A9I0)站因移位，於2010/10/11更變為(C0A9I1)站。原(C0A9I1)站因移位，於2019/8/2更變為(C0AI30)站。,C0A9I0,C0AI30,C0A9I1三重
C0AC40,大屯山,Datunshan,1079.0,121.522408,25.175675,臺北市,北投區湖田段461-6地號(民航局大屯山助航臺),2006-01-01,,現存測站,,,,C0AC40大屯山
C0AC60,三峽,Sanshia,55.0,121.369728,24.939025,新北市,三峽區復興路238號(三峽國中校園內),2009-10-01,,現存測站,,,,C0AC60三峽
C0AC70,信義,Xinyi,71.0,121.564597,25.037822,臺北市,信義區市府路1號(台北市政府頂樓),2009-10-01,,現存測站,,,,C0AC70信義
C0AC80,文山,Wenshan,40.0,121.575728,25.002350,臺北市,文山區木柵路4段159巷14-1號(博嘉國小校園內),2009-12-01,,現存測站,原(C1AC80)站因擴充為氣象站，於2009/12/1升級為(C0AC80)站。,C1AC80,,C0AC80文山
C0AC90,中和,Zhonghe,32.0,121.516000,24.990160,新北市,中和區景新街467巷37號(景新國小校園內),2009-12-01,2011-07-22,已撤銷,原(C1AC90)站因擴充為氣象站，於2009/12/1升級為(C0AC90)站。,C1AC90,,C0AC90中和
C0ACA0,新莊,Xinzhuang,25.0,121.446756,25.051478,新北市,新莊區中和街193號(榮富國小校園內),2009-12-01,,現存測站,原(C1ACA0)站因擴充為氣象站，於2009/12/1升級為(C0ACA0)站，站址搬遷至同校行政大樓西側。,C1ACA0,,C0ACA0新莊
C0AD00,三芝,Sanzhi,86.0,121.501917,25.258131,新北市,三芝區育英路22號(三芝國小內),2009-11-01,,現存測站,,,,C0AD00三芝
C0AD10,八里,Bali,27.0,121.403947,25.150211,新北市,八里區中山路二段338號(八里國小內),2009-11-01,,現存測站,,,,C0AD10八里
C0AD20,深坑,Shenkeng,57.0,121.617556,25.001381,新北市,深坑區文化街45號(深坑國小內),2009-11-01,2017-07-15,已撤銷,,,,C0AD20深坑
C0AD30,蘆洲,Lujhou,20.0,121.472331,25.086594,新北市,蘆洲區三民路96號(三民高中內),2009-11-01,,現存測站,,,,C0AD30蘆洲
C0AD40,土城,Tucheng,32.0,121.445169,24.973208,新北市,土城區金城路一段90號(新北市政府消防局土城分隊大樓樓頂),2009-11-01,,現存測站,,,,C0AD40土城
C0AD50,鶯歌,Yingge,84.0,121.346294,24.951533,新北市,鶯歌區尖山埔路106號(鶯歌國小內),2009-11-01,,現存測站,,,,C0AD50鶯歌
C0AG80,中和,Zhonghe,48.0,121.491792,24.991622,新北市,中和區錦和路163號(錦和高中內),2021-10-18,,現存測站,,,,C0AG80中和
C0AG90,中和,Zhonghe,25.0,121.490444,24.992647,新北市,中和區錦和路350號(錦和運動公園),2011-08-23,2021-08-03,已撤銷,,,,C0AG90中和
C0AH00,汐止,Xizhi,38.0,121.658778,25.066881,新北市,汐止區大同路二段394號(汐止國中),2011-09-01,,現存測站,,,,C0AH00汐止
C0AH10,永和,Yonghe,30.0,121.508111,25.011250,新北市,永和區永平路205號(永平高中校園內),2014-01-01,,現存測站,,,,C0AH10永和
C0AH30,五分山,Wufengshan,755.0,121.780794,25.071250,新北市,瑞芳區靜安路四段1巷1號,2016-01-01,,現存測站,,,,C0AH30五分山
C0AH40,平等,Pingdeng,426.0,121.577086,25.129142,臺北市,士林區平菁街101號(平等國小),2016-08-01,,現存測站,,,,C0AH40平等
C0AH50,林口,Linkou,275.0,121.380840,25.072181,新北市,林口區仁愛路二段173號(林口高中內),2017-01-10,,現存測站,,,,C0AH50林口
C0AH70,松山,Songshan,34.0,121.550420,25.048710,臺北市,松山區敦化北路1號(臺北市松山運動中心),2017-04-26,,現存測站,因雨量筒較晚驗收完成，2017/04/26至2017/08/17不提供雨量資料。,,,C0AH70松山
C0AH80,深坑,Shenkeng,68.0,121.628328,25.002703,新北市,深坑區文山路1段35號(深坑消防分隊樓頂),2017-08-02,,現存測站,,,,C0AH80深坑
C0AH90,福山植物園,Fushan Botanical Garden,660.0,121.581350,24.760717,新北市,烏來區福山植物園內(生活植物區之民俗植物區觀測坪),2018-03-23,,現存測站,,,,C0AH90福山植物園
C0AI00,五股,Wugu,188.0,121.427280,25.074450,新北市,五股區外寮路12號,2018-07-10,,現存測站,,,,C0AI00五股
C0AI10,屈尺,Quchi,76.0,121.544750,24.921840,新北市,新店區屈尺路83號(衛福部北區老人之家),2018-11-20,,現存測站,,C0A580,,C0AI10屈尺
C0AI20,白沙灣,Baishawan,25.0,121.519058,25.283128,新北市,石門區德茂里下員坑33-6號（白沙灣遊客中心樓頂）,2018-11-28,,現存測站,,,,C0AI20白沙灣
C0AI30,三重,Sanchong,26.0,121.500629,25.057328,新北市,三重區環河南路100號,2019-08-02,,現存測站,原(C0A9I1)站因移位，於2019/8/2變更為(C0AI30)站。,C0A9I1,,C0AI30三重
C0AI40,石牌,Shipai,35.0,121.513139,25.115597,臺北市,北投區石牌路一段139號(石牌國中自強樓頂樓),2019-09-10,,現存測站,原(C0A9B0)站因移位，於2019/9/10變更為(C0AI40)站。,C0A9B0,,C0AI40石牌
C0AJ10,澳底,AODI,20.0,121.927272,25.057107,新北市,貢寮區新港街128號(澳底第16海巡隊樓頂),2022-03-09,2023-06-16,已撤銷,原(C0AJ10)站因移位，於2023/06/16變更為(C0AJ90)站。,,C0AJ90,C0AJ10澳底
C0AJ20,野柳,YEHLIOU,50.0,121.690021,25.207030,新北市,萬里區野柳村151-1號(野柳守望哨雷達塔),2022-03-09,,現存測站,,,,C0AJ20野柳
C0AJ30,淡水觀海,DANSHUEI GUANHAI,22.0,121.408616,25.184591,新北市,淡水區觀海路251號(淡水第2海巡隊樓頂),2022-03-09,,現存測站,,,,C0AJ30淡水觀海
C0AJ40,石門,SHIMEN,154.0,121.601198,25.273672,新北市,石門區草里里草埔尾5號(黃金海岸高爾夫球場),2022-03-09,,現存測站,,,,C0AJ40石門
C0AJ50,水湳洞,SHUINANDONG,30.0,121.862238,25.123695,新北市,瑞芳區水湳洞段00197-000建號(水湳洞犬區隊),2022-03-09,,現存測站,,,,C0AJ50水湳洞
C0AJ60,六塊厝,Lioukuaitsuo,13.0,121.448100,25.240000,新北市,淡水區,2022-12-26,,現存測站,,,,C0AJ60六塊厝
C0AJ70,田寮,Tianliao,21.0,121.488600,25.269800,新北市,三芝區古庄里83之1號,2022-12-26,,現存測站,,,,C0AJ70田寮
C0AJ80,板橋,Banchiao,38.0,121.448900,25.010700,新北市,板橋區僑中一街1號,2023-01-03,,現存測站,配合板橋有人站遷移，2023/01/03上午11時開始自動觀測。,,,C0AJ80板橋
C0AJ90,澳底,AODI,23.0,121.925300,25.055200,新北市,貢寮區真理里延平街10號(澳底國小),2023-06-16,,現存測站,原(C0AJ10)站因移位，於2023/06/16變更為(C0AJ90)站。,C0A910,,C0AJ90澳底
C0B010,七堵,Qidu,38.0,121.717130,25.094819,基隆市,七堵區東新街22號(基隆商工樓頂),2018-06-23,,現存測站,,,,C0B010七堵
C0B020,基隆嶼,Keelung Islet,86.0,121.783910,25.191410,基隆市,中正區基隆嶼,2018-10-26,,現存測站,,,,C0B020基隆嶼
C0B040,大武崙,DAWULUN,15.0,121.706993,25.166676,基隆市,安樂區武聖街144弄50號(大武崙安檢所樓頂),2022-03-09,,現存測站,,,,C0B040大武崙
C0B050,八斗子,BADOUZI,5.0,121.791670,25.144754,基隆市,中正區漁港1街9號(八斗子安檢所樓頂),2022-03-09,,現存測站,,,,C0B050八斗子
C0B060,暖暖,Nuannuan,83.0,121.740300,25.095700,基隆市,暖暖區東碇路15號（暖暖運動公園內）,2023-01-14,,現存測站,,,,C0B060暖暖
C0C450,新屋,Sinwu,92.0,121.106831,24.971294,桃園市,新屋區新屋里(衛生署桃園醫院新屋分院北面停車場邊),1987-06-01,2011-09-21,已撤銷,,,,C0C450新屋
C0C460,復興,Fuxing,482.0,121.352281,24.820208,桃園市,復興區澤仁里中正路248號(介壽國民中學校園內),2007-10-01,,現存測站,原(C1C460)站因擴充為氣象站，於2007/10/1升級為(C0C460)站。,C1C460,,C0C460復興
C0C480,桃園,Taoyuan,105.0,121.323172,24.992425,桃園市,桃園區成功路二段144號(桃園高級農工職業學校校園內),2008-01-01,,現存測站,原(C1C480)站因擴充為氣象站，於2008/1/1升級為(C0C480)站。,C1C480,,C0C480桃園
C0C490,八德,Bade,157.0,121.283289,24.928708,桃園市,八德區興仁里中山路94號(八德國民小學校園內),2011-12-01,,現存測站,原(C1C490)站因擴充為氣象站，於2011/12/1升級為(C0C490)站。,C1C490,,C0C490八德
C0C500,楊梅,Yangmei,181.0,121.148272,24.920875,桃園市,楊梅區高山里11鄰梅高路838號(楊梅高中校門口對面空地),2011-12-01,2013-06-29,已撤銷,原(C1C500)站因擴充為氣象站，於2011/12/1升級為(C0C500)站。,C1C500,,C0C500楊梅
C0C520,中壢,Zhongli,151.0,121.185253,24.967564,桃園市,中壢區五權里(中央大學校園內),2007-10-01,2017-12-20,已撤銷,原(C1C520)站因擴充為氣象站，於2007/10/1升級為(C0C520)站。,C1C520,,C0C520中壢
C0C540,大園,Dayuan,46.0,121.225958,25.047750,桃園市,大園區埔心里25鄰中正東路1段189巷35號(埔心國民小學),2008-01-01,2022-04-07,已撤銷,原(C1C540)站因擴充為氣象站，於2008/1/1升級為(C0C540)站，2017/10/27站名由埔心變更為大園。,C1C540,,C0C540大園
C0C570,新屋,Sinwu,5.0,121.047550,25.007560,桃園市,新屋區東興路二段946號,2008-01-01,2014-09-27,已撤銷,原(C1C570)站因擴充為氣象站，於2008/1/1升級為(C0C570)站。,C1C570,,C0C570新屋
C0C580,新豐,Sinfong,143.0,120.985423,24.868786,新竹縣,新豐鄉,2007-10-01,2008-02-24,已撤銷,原(C0C580)站因縣市代碼不符，於2008/2/25重新編碼為(C0D590)站。,,C0D590,C0C580新豐
C0C590,觀音,Guanyin,72.0,121.153317,25.027072,桃園市,觀音區廣福里10-42號(逸福農場),2007-10-01,,現存測站,,,,C0C590觀音
C0C610,龍潭,Longtan,234.0,121.216486,24.856764,桃園市,龍潭區神龍路346號(雙龍國民小學校園內),2007-10-01,2014-03-16,已撤銷,,,,C0C610龍潭
C0C620,蘆竹,Luzhu,19.0,121.265767,25.084275,桃園市,蘆竹區坑口里14鄰旁,2011-12-01,,現存測站,原(C1C620)站因擴充為氣象站，於2011/12/1升級為(C0C620)站。,C1C620,,C0C620蘆竹
C0C630,大溪,Dasi,209.0,121.265547,24.882853,桃園市,大溪區員林路2段450號(員樹林國小校園內),2007-12-01,,現存測站,,,,C0C630大溪
C0C640,龜山,Gueishan,177.0,121.375719,25.030306,桃園市,龜山區舊路里振興路1169號(大埔國小校園內),2007-12-01,2017-03-22,已撤銷,,,,C0C640龜山
C0C650,平鎮,Pingjhen,208.0,121.214636,24.897503,桃園市,平鎮區中豐路山頂段375巷45號(山豐國民小學校園內),2007-12-01,,現存測站,,,,C0C650平鎮
C0C660,楊梅,Yangmei,176.0,121.143047,24.912375,桃園市,楊梅區金華街100號(楊心國小),2013-08-01,,現存測站,,,,C0C660楊梅
C0C670,龍潭,Longtan,250.0,121.221389,24.870056,桃園市,龍潭區中興路726號（龍潭消防分隊）,2014-04-01,,現存測站,,,,C0C670龍潭
C0C680,龜山,Guishan,228.0,121.386560,25.028460,桃園市,龜山區文化一路250號(國立體育大學田徑場),2017-04-12,,現存測站,,,,C0C680龜山
C0C700,中壢,Zhongli,151.0,121.256375,24.977661,桃園市,中壢區成章四街120號(內壢高中樓頂),2017-12-27,,現存測站,,,,C0C700中壢
C0C710,大溪永福,Yongfu Daxi,143.0,121.324975,24.892936,桃園市,大溪區信義路1165號（永福國小）,2018-12-26,,現存測站,,,,C0C710大溪永福
C0C720,竹圍,JHUWEI,21.0,121.239824,25.112692,桃園市,大園區沙崙段沙崙小號00719-000建號(竹圍第一機動巡邏隊樓頂),2022-03-09,,現存測站,,,,C0C720竹圍
C0C730,中大臨海站,JHONGDA COASTAL STATION,5.0,121.008581,24.966126,桃園市,新屋區蚵殼港段深圳小段52-41號土地(中央大學臨海工作站),2022-03-09,,現存測站,,,,C0C730中大臨海站
C0C740,觀音工業區,GUANYIN INDUSTRIAL AREA,5.3,121.114856,25.064764,桃園市,觀音區經建七路5號(觀音工業區汙水處理廠迴流汙泥站機房樓頂),2022-03-09,,現存測站,,,,C0C740觀音工業區
C0C750,新興坑尾,Sinsingkengwei,72.0,121.097100,25.006100,桃園市,觀音區文化路石橋段453號,2022-12-26,,現存測站,,,,C0C750新興坑尾
C0D360,梅花,Meihua,523.0,121.208558,24.678347,新竹縣,尖石鄉梅花村1鄰11號(梅花國小校園內),1987-06-01,,現存測站,,,,C0D360梅花
C0D370,湖口,Hukou,79.0,121.043953,24.909136,新竹縣,湖口鄉德盛村98-8號(湖口農田水利會內),2011-12-01,2013-09-09,已撤銷,原(C1D370)站因擴充為氣象站，於2011/12/1升級為(C0D370)站。,C1D370,,C0D370湖口
C0D390,關西,Guanxi,146.0,121.173900,24.798200,新竹縣,關西鎮北斗里北門口41號(關西國中校園內),2008-01-01,2023-02-19,已撤銷,原(C1D390)站因擴充為氣象站，於2008/1/1升級為(C0D390)站。原(C0D390)站因移位，於2023/02/19變更為(C0D700)站。,C1D390,C0D700,C0D390關西
C0D430,峨眉,Emei,87.0,121.017189,24.690500,新竹縣,峨眉鄉31541峨眉村峨眉街54號(峨眉國中校園內),2011-12-01,,現存測站,原(C1D430)站因擴充為氣象站，於2011/12/1升級為(C0D430)站。,C1D430,,C0D430峨眉
